chunk_id,clean_summary
41,"['◦ 금융관계 분야 직원 채용시 전문성 향상 방안 ◦ 금호타이어 인수 등 사업영역 확대의 적정성 여부 - 35 - - 36 - ◦ 국방스마트 카드의 보급실적 및 문제점 ◦ 육군편중인사 이유 및 개선대책 ◦ 제대군인에 대한 교육 프로그램의 개발 용의 ◦ 군인공제회 주택사업의 분양률을 향상시키기 위한 방안 ◦ 군 사업 환경오염 방지를 위한 투자 용의 ◦ 금융투자를 자산운용 전문가에 아웃소싱할 용의 ◦ 예비역, 전사상자, 유가족에게 회원 자격을 확대하는 방안을 검토할 용의 ◦ 주택사업을 서울 근교에서 전방지역 소도시에 확대 시행하는 방안에 대한 견해 ◦ 군인공제회에서 대학교를 설립, 운영하여 회원들에게 혜택을 주는 방안 에 대한 견해 ◦ 생활자금 대여 이자율을 일반 주택담보 대출 이자율 수준으로 낮출 용의 ◦ 부사관 자제 교육문제 해결을 위해 수도권 기숙사 건립을 검토할 용의 자. 육군 교육사령부 ◦ 기계화학교의 러시아 전차 및 장갑차 활용방안 ◦ 군의 미생물학전에 대한 취약점과 대책 ◦ 한국적 지형에서 대대급 이상의 과학화 훈련장의 적합성 여부 ◦ 소대 및 대대급 마일즈 장비와 중대급 마일즈 장비의 체계가 상이한 이유 및 문제점 ◦ 미래 보병사단 발전계획 ◦ 육군의 워게임 모델 개발계획 및 추진 성과 ◦ 병영생활 교범 내용 ◦ 소부대 전투기술 지침서 작성 목적 ◦ 무기체계 개발 및 시험평가를 위한 전문가 양성과 관리방안 ◦ 교육사의 권한과 위상을 향상시키기 위한 대책 ◦ 워게임 모델 개발환경의 표준화와 각 군간 연동 추진 방안 ◦ 간부들의 실전 경험을 쌓기 위한 파병 실적과 향후 계획 ◦ 미래 보병사단 전력화 시기를 앞당길 용의 ◦ 한탄강댐 건설로 인해 다락대 훈련장 수몰시 시험평가에 미치는 영향과 대책 ◦ 미래 보병사단의 작전수행능력과 차기 보병장갑차 담당업체의 워크아 웃이 미래 보병사단 추진계획에 미치는 영향 ◦ 한 ․ 미 연합연습에 대비한 워게임 모델 개발실태와 성과 ◦ 교육사의 주적 개념 및 이에 관련된 교육용 인쇄물의 존재 여부 차. 병 무 청 ◦ 공익근무요원의 복무이탈 및 범죄 증가에 대한 방지대책 및 사적 임무 부여 및 부당업무 지시 방지를 위한 체계적인 인력관리대책 ◦ 입영자원의 사회적성과 군사특기간의 일치율이 낮은 원인과 특기분류 제도 개선 용의 ◦ 입영일자 본인선택제도가 병역자원 수급 불균형의 원인이 아닌지 여부 ◦ 공익근무요원에 대해 일과 후 사이버 대학 수강 등 학업기회제공 방안']"
42,"['◦ 원정출산에 의한 시민권 취득, 영주권 취득자에 대한 병역자원관리대책 ◦ 양심적 병역거부자 증가에 대한 근본대책 ◦ 장차전에 있어 동원전력의 중요성을 감안시 체계적 동원업무수행방안 ◦ 동반입대병 모집인원 확대 방안 - 37 - - 38 - ◦ 신체중량지수를 보다 폭넓게 적용하여 저체중자나 과체중자도 입영시 키는 방안에 대한 견해 ◦ 병력동원후순위 조정제도의 재검토 의향 ◦ 본청 과장급 이상 직위자의 출신지 비율이 특정지역에 편중되어 시정 되지 않고 있는 이유와 향후 개선방안 ◦ 지정업체장의 4촌이내 혈족의 당해업체 특례요원 복무금지의 실효성 확보 방안 ◦ 병역사항 공개에 있어 면제된 사람의 경우 최종병역사항만 공개할 용 의 및 관련법령 개정 용의 ◦ 귀국보증보험제도의 폐지 검토 용의 ◦ 문신으로 현역입영을 회피하는 행위에 대한 근절대책 카. 육군 제1군사령부 ◦ 병영문화 쇄신을 위한 1군의 차별화된 방안 ◦ 1군사령부 관할 내 전사자 유골발굴 현황 ◦ 1군지역 지뢰매설/제거 현황, 피해현황 ◦ 동해 철도 및 육로연결 관련 우리 군의 방어전략 및 우발적 충돌 가능 성에 대한 대비책 ◦ 복무기간 단축이 미칠 부정적 영향에 대한 대책 ◦ 병영시설 개선작업의 비용 및 바람직한 추진기간에 대한 견해 ◦ 정보화 교육장의 교육내용 및 방법 ◦ 사병간 지시 금지 조치의 부작용에 대한 대책 ◦ 다면평가제도의 부작용 및 그에 대한 대책 ◦ 소부대 전투지침서와 전투세부시행규칙의 차이점 및 중복여부 ◦ 과제형에서 과목형으로의 훈련체계 전환의 문제점 ◦ ‘민족공조론’에 대한 병사들의 반응 ◦ DMZ 총기오발사고 정보판단에서 합참과 군의 입장이 다른 이유 ◦ 전시 전투가용 주요물자 장비에 대한 파악여부 ◦ 노후 내무반 개선을 위해 1군에 배정된 예산 현황 및 집행 현황 ◦ 사병들의 반미정서에 대한 대처방안 ◦ 전방 GP, GOP 근무체계의 개선을 위한 연구 및 검토 용의 ◦ 군이 가진 정보기술 활용 방안 ◦ 기혼 여군 현황, 부부군인 배치에 있어 배려 용의 ◦ 여군 근무시 긍정적인 면을 살리고 부정적인 면을 줄일 수 있는 대책 ◦ 교통사고/산불 등 각종 사고예방을 위한 대책 ◦ 군 매몰쓰레기 및 토양오염에 대한 대책 ◦ 대민관계 개선을 위한 1군차원 대책 ◦ 수해장병에 대한 특별휴가 등의 조치 유무 ◦ 군의 우수한 재난 ․ 재해 대비 시스템을 민간과 연동시키는 방안에 대 한 견해']"
43,"['◦ 외출 ․ 외박 정량제 운영 현황 및 계획, 상급부대에 개선책 건의 용의 ◦ 장병들의 주민등록 근무지 이전에 대한 사령관의 견해 ◦ 병영시설 개선을 위해 노력한 내용과 건의사항 ◦ 정훈교육 추진시 친화적인 방법의 사용 용의 ◦ KCTC훈련장 가동시 민원 증가에 대한 대책 - 39 - - 40 - ◦ 동부지역 전자전 장비의 운용상황 ◦ 주적 개념에 대한 교육자료 현황 ◦ 전년도 및 금년 상반기 자살사고 현황 및 사후처리체계 ◦ 협소 및 노후숙소 문제에 대한 해결책 ◦ 군기사고의 근원이 되는 내무생활 분위기를 개선할 수 있는 방안 타. 해군작전사령부 ◦ 제주함 화재발생 원인 및 화재 확대 사유 ◦ KDX-Ⅱ 이순신함에 탑재되어 있는 함대공 미사일 시험발사 계획 ◦ 잠수함/함정 근무 장병 처우 개선 대책 ◦ 여군의 함정 근무에 따른 함정 개조 추진현황 및 성군기 사고 예방대 책, 외국의 성군기 사고사례 및 예방대책 ◦ 제대군인에 대한 전역전 기술자격증 취득대책 및 현황/취업대책 ◦ 해군 작전시 주변국, 특히 일본 해상자위대와의 마찰 여부 ◦ 현재 해군 전투병과 장교 중 여성장교의 최고계급 및 여군장교 현황 ◦ 중국 불법 조업 어선의 금년도 NLL조업 현황 및 단호한 대처 방안 ◦ KNTDS와 C4I사업 지연으로 인한 문제점 ◦ 폐어망, 어망 등으로 인한 함정 기동 장애 발생에 따른 종합 대책 ◦ 장병 긴장 해이에 따른 정신무장 강화방안 ◦ 어선을 이용한 NLL무력화 시도에 따른 견해와 대비책 ◦ 사행성 오락행위 단속 기준 ◦ 자살사고 사후처리 내용 ◦ 태풍, 재난시 해군의 민 ․ 관 기여를 위한 의견 및 기여방안 ◦ 고속정 방탄시설 설치현황, 추진계획 문제점 ◦ 뇌물수수 기사 관련, 해군 인사제도 개선사행에 관한 사령관 의견 ◦ 도박자 현황 및 군기강 확립대책 ◦ 해작사 예하 장병들의 대적관 정립을 위한 지휘관 노력사항 및 그 결과 ◦ PSI참가시 우리 함정의 참여 규모 파. 방 위 산 업 체 (1) 현대중공업(주) ◦ 방산분야 수주증대 및 수출경쟁력 제고방안 ◦ 방산분야 가동율 저하에 따른 효율적인 인력운용계획 ◦ 태풍 등 재난에 대비한 효과적인 사전예방조치계획 ◦ 함정장착 무기발사기술의 독자적인 개발방안 ◦ 방산관련 인력 중 여성 참여 비율 및 여성 인력 활용 제고를 위한 대책 ◦ 초고속 운반선 연구실적 및 개발현황, 판촉전략 ◦ 현대중공업의 노사문제 ◦ 214급 잠수함 국산화 현황']"
44,"['◦ 대우조선의 잠수함 건조 기술보유자 채용에 대한 견해 ◦ 잠수함 사업 기술결집을 위한 컨소시엄 구성 필요성에 대한 현대중공 업의 입장 ◦ 원자력을 이용한 상업선 건조시 현대중공업 기술력으로 가능 여부 (2) 로 템(주) ◦ K1전차 야간전투 능력 제한이유와 해소방안 ◦ K1 및 K1A1전차 국산화율과 핵심부품 국산화율 - 41 - - 42 - ◦ 절충교역 등을 통한 기술도입 현황과 기술도입 관리 유지실태 ◦ K1전차 와 K1A1전차의 가격차이 이유 ◦ K1전차 부품의 고가구매 이유 ◦ K1전차 중 GPSS와 GPTTS전차 창정비 가격 차이 내역 ◦ 대우종합기계의 방산부문 인수에 따른 시너지 효과와 차기보병 전투장 갑차 사업에 대한 긍정적 효과 ◦ 군직정비와 외주정비의 효율성 및 군 정비창 인수에 대한 방산업체 견해 ◦ K1 및 K1A1전차 국산화율과 핵심기술 국산화율, 핵심기술을 국산화하 기 위한 정책적 지원사항, 국산화율 제고방안 ◦ 연구소의 기술투자현황과 기술투자를 통한 특허 및 기술소유권 획득 실태 ◦ 전문 계열화 품목 개발을 위한 관련 전문인력과 예산투자 현황 (3) 대한항공(주) ◦ KMH사업의 타당성 및 2012년 개발완료 가능성에 대한 견해 ◦ 대한항공의 KAI인수 추진 관련 산업자원부에 대한 로비여부 및 채권 단의 불신해소 방안 ◦ 회전익 분야의 여타 선진업체들의 견제를 극복할 수 있는 대책 ◦ 대통령 전용 헬리콥터의 개조내용 및 비용 ◦ 항공우주산업부문에 대한 인력투자 계획 ◦ 창정비 및 성능개량 부문의 가동율 ◦ 방산부문의 수출시장 개척방안 ◦ 신항공산업기지를 김제공항 주변에 설립하는 방안에 대한 견해 ◦ 국내선 비행기를 경비행기로 운용하는 방안에 대한 견해 6. 시정 및 처리요구사항 가. 국 방 부 ◦ 이라크 추가파병과 관련 대미군사외교역량을 강화하여 국익에 도움이 되는 방향으로 협상을 전개할 것. ◦ 「자주국방」에 대한 개념 혼동을 방지하고, 국민공감대를 형성할 수 있도록 적극적인 홍보대책을 강구할 것. ◦ 새로이 마련된 군기강 종합대책이 일부 장병에 의해 악용될 우려가 있 는 바 이에 대해 엄정 대처할 것. ◦ 최근 신세대들이 강한 반미성향을 가지고 있으며 이전 세대에 비해 안 보의식이 약해져 있는 바 장병들에게 대적관과 국가관을 확립시키기 위한 군 정훈교육 강화 및 국민 안보의식 고양 방안을 마련할 것. ◦ 군 복무중인 정신질환자는 잠재적 사고요인이 될 가능성이 큰 바, 이에']"
45,"['대한 체계적인 대책을 수립할 것. ◦ 육군 제3사관학교 여생도 모집 및 여대생 ROTC입단 등 여성인력의 군 참여 확대 등 여군인력 확대계획을 지속적으로 추진할 것. ◦ 영내 및 군사필요시설 개선 예산 확보를 위해 장병들의 주민등록을 주 둔지 행정구역으로 이전하는 방안에 대해 적극 검토할 것. ◦ 군 급식용 우유 규격이 현재 1봉 200㎖로서 정량을 급식하기 위해 4일에 1봉을 추가 급식하는 방법을 사용하고 있는 바, 국방부는 1일 250㎖급식 이라는 당초 국회 의결 취지를 존중하여 1봉 250㎖로 조정 운영하는 방 안을 검토 시행할 것. ◦ 병영전문상담관 제도가 영내사고 방지의 효과적 방안이 될 수 있다고 - 43 - - 44 - 보는 바 현재 대대급 규모까지 운용되고 있는 이 제도를 확대 운용하 는 방안을 검토할 것. ◦ 영내 사망사고 조사와 관련하여 유가족 측의 의사, 변호사 등 조사요원 을 조사에 포함시키는 방안을 검토할 것. ◦ 팔당 상수원 특별대책지역내 군부대로 인한 오염을 최소화 할 수 있도 록 부대신설금지, 부대이전에 대해 적극적으로 검토할 것. ◦ 전투화, 모포, 내의 등 각종 피복류 군수품의 조달체계를 전반적으로 재검토하여 값싸고 질 좋은 군수품을 공급할 수 있는 방안을 시급히 강구할 것. ◦ 열악한 병영시설 개선을 위해 국방예산의 우선순위를 재조정하고 특히 전방 GP, GOP지역에 대해 예산을 우선 지원하는 방안에 대해 적극적 으로 검토할 것. ◦ KCTC의 대대급 훈련장에서 연대급 훈련장으로 확대하는 방안에 대해 재검토 할 것. ◦ 군사비밀 보호와 국민의 알 권리 동시 충족을 위해 국방부가 국방관련 자료의 비밀분류와 해제 또는 공개 등에 대한 새로운 관리체계를 적극 강구할 것. ◦ 수입산 농산물이 국산으로 둔갑하여 군에 납품되는 문제를 근절할 수 있도록 대책을 강구할 것. 나. 합동참모본부 ◦ 북한의 미사일 위협에 대해 주한미군의 패트리어트 미사일을 제외하면 방어 수단이 거의 없는 바 미사일 위협에 대비한 확고한 대비책을 강 구할 것. ◦ 이라크전에서의 연합군 전장운용방식 및 첨단정밀무기체계와 지휘통제 체계 특성을 분석, 우리의 전장환경과 적 상황에 접목시키는 방안을 연 구할 것. ◦ 북한의 사이버전에 대응하여 국방정보체계를 보호하고 인터넷 친북사 이트를 차단할 수 있는 특단의 대책을 마련할 것. ◦ 한국형 다목적 헬기사업 추진과 관련하여 항공전력의 누수현상이 발생']"
46,"['하지 않도록 사업을 추진할 것이며 개발 및 생산기간이 길어져 노후헬 기의 대체전력 마련에 차질이 빚어질 것으로 판단될 경우 외국 헬기 수입을 검토할 것. ◦ 미래 기술군으로의 전력체계 구조 개편에 있어 군 및 군단급 야전부대 의 구조 개편을 포함한 혁신적인 전력구조 발전방안을 장기적인 관점에 서 연구 ․ 검토할 것. ◦ 공지기동형 해병대 육성을 위한 해병항공단 창설과 미래해병대 전력구 조발전을 위한 추진계획의 연구 ․ 검토를 추진할 것. 다. 육 군 본 부 ◦ 열악한 병영시설(내무반 및 군 숙소)을 조기에 개선할 수 있도록 상급 기관과 협조하여 그 개선방안을 강구할 것. ◦ 여군의 복무여건 개선은 군내 양성평등을 위한 중요한 과제이므로 임 신휴가 및 출산휴가의 확보, 휴직과 관련된 여유인력의 운용 문제 등 제반 사항을 검토할 것. ◦ 과거 6.25전투지역에 대해 외부자문을 받아 유해발굴사업을 추진하는 - 45 - - 46 - 방안을 강구하고 북한지역에 있는 우리 전사자들의 유해를 필요시 발 굴 가능하도록 관련자료에 대한 연구를 실시할 것. ◦ 국민 안전의식 제고 차원에서 재해재난에 대비한 장병안전교육을 강화 할 것. ◦ 기술군으로의 전력 구조 개편과 관련 경상운영비를 절감할 수 있는 각 고의 노력을 취할 것. ◦ 병 상호간 명령, 지시, 간섭 금지 등 군기강 종합대책과 기존 군대의 위계질서를 조화시키는 방안을 강구할 것. ◦ 출신별, 지역별 편중인사가 해소될 수 있도록 지속적인 노력을 경주하 고 다면평가제도 시행결과를 분석하여 부작용을 최소화할 수 있도록 노력할 것. ◦ 적정 수준의 훈련장을 확보할 수 있는 방안을 강구하고 훈련 부족으로 인한 전투력 저하를 방지하기 위한 보완 대책을 마련할 것 ◦ 이라크에 예비역을 부대 지휘관으로 파견하는 미국처럼 예비역 병력자 원을 효과적으로 활용할 수 있는 방안에 대해 연구할 것. ◦ 장병 사기증진과 지역경제 활성화를 위해 지역내 외출 ․ 외박일수를 증 가시키는 방향으로 정량제 외출 ․ 외박제도를 개선/검토할 것. 라. 해 군 본 부 ◦ 영내 폭력, 성폭력, 군무이탈, 자살, 장교 진급관련 비리, 장병 도박 등 해군의 기강 해이를 드러내는 각종 사건사고에 대한 근본적이고도 단 호한 대책을 수립하여 척결할 것. ◦ 전역장병에 대한 직업보도교육을 통해 직업군인의 전역 후 취업률을 향상시키는 방안을 해군본부 차원에서 검토할 것.']"
47,"['◦ 영내 사망사고 발생시 초동수사 단계에서 정확한 원인 규명을 위한 제 도적 보완책 수립 방안을 해군본부 차원에서 검토할 것. ◦ 잠수함 승조원에 대한 처우개선 및 사기진작 대책을 강구할 것. ◦ 국방부 및 타군과 연계하여 여성인력 활용을 확대할 수 있는 방안을 검토할 것. 마. 공 군 본 부 ◦ 민항기와 군용기간 공중충돌 방지대책 차원에서 공중충돌 경고장치 장 착계획을 적극적으로 추진할 것. ◦ 걸프전과 이라크 전쟁의 교훈을 바탕으로 항공우주군으로서의 교리정 비와 자주적 공군력 건설 및 정밀 유도무기 확보방안을 수립 추진하는 등 미래전에 대비한 항공우주군 건설을 위해 지속적으로 노력할 것. ◦ 공군전술C4I사업 순연으로 인한 영향을 최소화하기 위해 현 운영중인 정보체계를 최대한 활용하는 계획을 수립, 공군 전술 운영에 차질이 없 도록 할 것 ◦ 항공기 소음피해를 최소화하는 방안을 연구하고 주민에 대한 간접보상 을 확대하는 방안을 적극 검토할 것. ◦ 여군 조종사 양성 및 관리 등 여성인력 운용을 확대할 수 있는 방안을 검토할 것. 바. 국가안전보장회의 사무처 ◦ 탈북자 관련 인권운동가 석재현 씨의 보호 대책을 관련기관과 협의하 - 47 - - 48 - 여 강구할 것. ◦ 위기관리센터가 옥상옥, 감독기관, 중복기관이라는 등의 우려가 있으므 로 향후 재난관리 전담기구 설치와 재난 및 안전관리 기본 법안 수립 시 면밀한 기획을 통해 이러한 우려를 불식할 수 있도록 할 것. ◦ 위기관리센터, 각종 TF 표기 등 외국어 표기를 우리말로 고쳐 사용하 는 방안을 검토할 것. ◦ 국가 사이버 안전관리 체계의 통합 운영방안을 적극 검토할 것. ◦ ‘장기적인 국토개조 작업 프로그램’을 통한 근본적인 재해예방대책을 검토할 것. 사. 국방부 조달본부 ◦ 무기도입 관련부서 및 기관의 인력을 통합하여 운용하는 기구 창설 문 제를 검토할 것. ◦ 민간에서 새로이 개발되는 신기술 및 신개발품을 군에서 활용할 수 있 도록 관련 조달 체계의 개선작업을 지속적으로 추진할 것. ◦ 군납품의 품질 및 가격이 만족스럽지 못한 이유는 군납품을 생산하는 보훈단체의 경쟁력이 떨어지는 데 기인하는 바 보훈단체의 경쟁력을 강화시키거나 조달시장의 진입장벽을 완화하여 일반 민간업체와의 경 쟁환경을 조성하는 방안에 대해 지속적으로 검토할 것. ◦ 외자 계약업무 수행에 있어 전문인력 확보 방안을 강구할 것.']"
48,"['◦ 군납비리 업체 및 계약 불이행 업체 등 부정당업자에 대한 제재 방안 을 강구할 것. ◦ 조달업무의 간소화와 조달업무체계의 일원화를 위해 정부 조달청에 대 한 업무이관 및 업무교류를 강화할 것. ◦ 원가계산 부적정 문제가 반복되고 있는 바 이를 근절하기 위한 대책을 강구할 것. 아. 군인공제회 ◦ 군인공제회의 사업 확장 기조에 대해 재검토하고 공제회 본연의 성격 에 맞는 사업을 전개하는 노력을 기울일 것 ◦ 군인공제회 임원진이 육군 출신으로 편중되게 구성되어 있는 바 이를 개선하기 위한 노력을 전개할 것. ◦ 제대군인에 대한 교육 프로그램을 개발하는 문제에 하여 검토할 것 ◦ 주택사업을 서울 근교 중심에서 전방지역 소도시로 과감히 확대 시행 하는 방안을 검토하고 현실적으로 어렵다면 시범사업을 전개하는 방안 도 검토할 것. ◦ 회원 자녀 교육문제 해결을 위해 수도권에 군인공제회가 운영하는 기 숙사를 건립하는 방안을 검토할 것. 자. 육군 교육사령부 ◦ 과학화 훈련장 사업(KCTC)과 관련하여 과연 우리 현실에서 연대급 수 준 이상의 훈련장이 필요한지에 대하여 근본적으로 재검토할 것. ◦ 무기체계 개발 및 시험평가에 있어 전문가를 양성하고 관리하기 위한 근본적인 대책을 수립할 것. ◦ 워게임 모델 개발환경이 군별, 작전유형별로 상이한 바 이를 표준화하 고 상호 연동하여 교육훈련 효과를 극대화 할 수 있는 방안을 강구할 - 49 - - 50 - 것. ◦ 미래 보병사단 전력화 시기를 앞당길 수 있도록 노력할 것. ◦ 한탄강 댐 건설로 인해 다락대 훈련장이 수몰될 경우 육군 교육훈련 및 시험평가에 미치는 영향이 지대한 바 이러한 문제점을 상급부대에 적극 건의할 것. ◦ KCTC 훈련장 가동시 민원 증가에 대한 대비책을 장기적인 관점에서 강구할 것. 차. 병 무 청 ◦ 공익근무요원/전문연구요원/산업기능요원 등 대체복무요원의 범죄 및 복무이탈 증가, 불법 편입 ․ 복무, 업체장의 친인척 편입, 사적임무 부여 및 부당업무 지시 등의 제반 문제 방지를 위한 체계적인 인력관리대책 을 강구할 것. ◦ 입영자원의 사회적성과 군사특기간의 일치율을 제고하기 위해 병무청 과 각군의 특기분류체계를 표준화 및 연동하는 방안과 개인별 적성조 정신청제도의 시행에 대해 적극 검토할 것 ◦ 신체등위판정심의위원회에 여성위원의 참여를 확대할 수 있도록 적극 적으로 노력할 것. ◦ 최근 원정출산 등 국적을 이용한 병역 기피 사례가 증가하고 있는 바']"
49,"['시민권, 영주권 취득자나 이중국적 보유자에 대한 병역자원관리대책을 강구할 것. ◦ 병력동원 후순위조정 제도가 동원훈련 기피의 수단으로 악용되고 있는 바 폐지 및 대폭 축소 등 동 제도에 대해 근본적으로 재검토할 것 카. 육군 제1군 사령부 ◦ 민 ․ 관 ․ 군이 연계한 재해재난 대비태세 유지방안에 대해 군사령부 차 원에서 검토할 것. ◦ 1군사령부 관할 안의 전사자 유골발굴 작업을 활성화 하는 방안을 강 구할 것. ◦ 야전군사령부 차원에서 병영생활 행동강령이 기존의 군 위계질서를 흐 리지 않도록 하는 보완대책을 수립할 것 ◦ 신세대 장병에 대한 대적관 확립 등 장병 정신전력 강화를 위한 대책 을 발전시킬 것. ◦ 교통사고/산불사고 등 인명피해사고 예방을 위한 대비책을 강구할 것. ◦ 군 매몰쓰레기 및 토양오염 등 환경오염 방지를 위한 대비책을 강구할 것. 타. 해군작전사령부 ◦ 최근의 남북화해 기조에 편승한 장병들의 긴장 해이가 우려되는 바 이 에 대해 해군작전사령부차원에서 적극적으로 대처할 것. ◦ 북한함정의 NLL침범 방지를 위해 해군작전사령부 차원에서 지속적인 대책을 수립/보완할 것. ◦ 태풍 ‘매미’발생시 해군작전사령부의 기민한 재해대처로 사령부 피해를 최소화하였던 바 군의 우수한 재해재난 대비태세를 민간과 연계화하는 방안을 검토할 것. - 51 - [파일: 04국감결과보고서(최종의결).txt] 2004년도 국정감사 결과보고서 2004. 12. 국 방 위 원 회 - 목 차 - 1. 감사목적 ············································································· 1 2. 감사기간 ············································································· 1 3. 감사실시대상기관 ···························································· 1 4. 감사실시경과 ···································································· 2 가. 감사반 편성 ··············································································· 2']"
50,['나. 감사반 명단 ··············································································· 2 다. 감사일정 ····················································································· 4 라. 감사경과 ····················································································· 5 5. 감사실시 주요내용 ·························································· 26 가. 국방부/합동참모본부 ······························································· 26 나. 국가안전보장회의 사무처 ······················································· 31 다. 육군본부 ····················································································· 33 라. 해군본부 ····················································································· 36 마. 공군본부 ····················································································· 38 바. 해병대사령부 ············································································· 41 사. 병무청 ························································································· 42 아. 국방부 조달본부 ······································································· 44 자. 육군 제3군사령부 ····································································· 48']
51,['차. 육군 특수전사령부 ··································································· 50 카. 군인공제회 ················································································· 52 타. 국방과학연구소 ········································································· 55 파. 방위산업체 ················································································· 57 (1) (주)한국항공우주산업 ························································ 57 (2) (주)삼성탈레스 ···································································· 58 6. 시정 및 처리요구사항 ···················································· 61 가. 국방부/합동참모본부 ······························································· 61 나. 국가안전보장회의 사무처 ······················································· 64 다. 육군본부 ····················································································· 65 라. 해군본부 ····················································································· 66 마. 공군본부 ····················································································· 66 바. 해병대사령부 ············································································· 67']
52,"['사. 병무청 ························································································· 67 아. 국방부 조달본부 ······································································· 67 자. 육군 제3군사령부 ····································································· 68 차. 육군 특수전사령부 ··································································· 68 카. 군인공제회 ················································································· 69 타. 국방과학연구소 ········································································· 70 1. 감 사 목 적 헌법 제61조, 국회법 제127조 및 국정감사및조사에관한법률에 따라 국정감사를 실시함으로써 국방위원회 소관부처의 국정운영실태를 정확히 파악하여 입법 및 정책심의시 반영하고, 2005년도 예산안의 효율적인 심사를 위한 제반자료 및 정보의 수집․획득을 목적으로 함 2. 감 사 기 간 2004년 10월 4일 ～ 10월 23일(20일간) 3. 감사실시 대상기관 위원회 선정대상기관 본회의 승인대상기관 비 고 국방부 국방대학교 국군기무사령부 합동참모본부 정보사령부 한국국방연구원 육군본부 국방부군사편찬연구소 국방조달본부 해군본부 육군제3군사령부 육군특수전사령부 공군본부 육군사관학교 육군군수사령부 해병대사령부 육군교육사령부 육군복지근무지원단 병무청 해군사관학교 해군군수사령부 국가안전보장회의사무처 해군교육사령부 해군복지근무지원단 공군사관학교 공군군수사령부 공군교육사령부 공군복지근무지원단 군인공제회 한국항공우주산업(주) 삼성탈레스(주) 국방과학연구소 - 1 - 4. 감 사 실 시 경 과 가. 감 사 반 편 성 (1) 감사반의 편성은 국방위원회 위원 전원(18인)의 단일감사반으 로 함. (2) 사무보조직원은 수석전문위원 등 국방위원회 소속 직원 10인과 교섭단체 소속 정책연구위원, 속기사 약간명, 위원보좌관 18인 으로 함(명단 별첨).']"
53,"['(3) 감사결과의 정리 및 보고서 작성을 목적으로 국정감사결과보고 서작성소위원회를 두되, 위원수는 7인으로 하고 그 구성은 원 내교섭단체 소속 위원수의 비율에 따라 정함. 나. 감 사 반 명 단(단일감사반) (1) 감 사 위 원 감사반장 열린우리당 유 재 건 위원장 김 성 곤 간 사 김 덕 규 위 원 김 명 자 〃 문 희 상 〃 열린우리당 박 찬 석 〃 안 영 근 〃 임 종 인 〃 조 성 태 〃 홍 재 형 〃 감사위원 박 진 간 사 권 경 석 위 원 박 근 혜 〃 한나라당 박 세 환 〃 송 영 선 〃 이 상 득 〃 황 진 하 〃 비 교 섭 단 체 김 홍 일 위 원 - 2 - (2) 사무보조직원 수석전문위원 권 태 하 전 문 위 원 김 종 환 입법조사관 이 용 원 〃 홍 승 구 〃 박 철 규 〃 서 덕 교 입법조사관보 임 준 기 국방위원회 사 무 원 최 순 이 〃 임 현 숙 〃 남 미 숙 속 기 사 김 정 아 〃 강 은 실 〃 정 영 희 〃 유 경 화 1급상당 박 원 관 교섭단체 4급상당 정 진 정책연구위원 〃 고 영 기 수 행 원 의원보좌관 - 3 - 다. 감 사 일 정 일 시 대상 기관 동시수감기관 장 소 비 고 10.4(월) 10:00 국방부, 국방대학교 국방부 회의실 합동참모본부 국군기무사령부, 정보사령부, 한국국방연구원, 군사편찬연구소 10.5(화) 10:00 국방부, 〃 〃 합동참모본부 10.6(수) 10:00 해병대사령부 사령부 회의실 15:00 해군제2함대사령부(시찰) (함대사 관내) 10.7(목) 조달본부 ※증인:대우종 10:00 조달본부 회의실 합기계(주) 대표 (국방품질관리소) 이사외 4인 10.8(금) 10:00 육군제3군사령부 사령부 회의실 15:00 육군특수전사령부 사령부 회의실 10.11(월) 10:00 육군본부 육군사관학교 육군본부 회의실 군수사령부, 교육사령부, 복지근무지원단 10.12(화) 10:00 해군본부 해군사관학교 해군본부 회의실 군수사령부, 교육사령부, 복지근무지원단 15:00 공군본부 공군사관학교 공군본부 회의실 군수사령부, 교육사령부, 복지근무지원단 10.13(수) ※ 감사자료 정리 10.14(목) 10:00 군인공제회 공제회 회의실 10.15(금) 10:00 한국항공우주산업(주) 동사 회의실(사천) 15:00 삼성탈레스(주) 동사 회의실(구미) 10.18(월) 10:00 국방부(종합감사) 합동참모본부 국방부 회의실']"
