source,text,doc_name,chunk_id
국기연_발간물,핵심기술 육성분야 및 기술발전추세와의 부합성 2.,"'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",32
국기연_발간물,과거 개발사례 및 소요의 중복성 여부 3.,"'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",33
국기연_발간물,기존 핵심기술기획 내용과의 연계성 4.,"'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",34
국기연_발간물,국내‧외 기술수준 및 확보 가능성 5.,"'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",35
국기연_발간물,기술소요의 활용성 등 ☞핵심기술과제 검토 제외 기준 *「핵심기술 연구개발 업무처리 지침」 제6조(핵심기술 소요검토) 제7항 1.,"'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",36
국기연_발간물,체계개발 사업에 포함하여 추진하는 것이 효과적인 과제 또는 체계개발 사업에서 진행 중인 과제 2.,"'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",37
국기연_발간물,"시험시설, 설비 등의 확보를 위한 과제 3.","'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",38
국기연_발간물,정책개발을 위한 연구과제 4.,"'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",39
국기연_발간물,특허 출원･등록되었거나 민간 부문에서 연구 개발 중인 과제 5.,"'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",40
국기연_발간물,"국방전력발전업무 훈령상 전력지원체계의 기술개발 과제 ☞핵심기술과제 연구개발사업(응용연구/시험개발) 주관 기관 선정 *「핵심기술 연구개발 업무처리 지침」 제68조(사업일반) 제1항 산·학·연을 주관 연구기관으로 우선 추진(다만, 다음의 경우 국과연을 주관 연구기관으로 추진) 1.","'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",41
국기연_발간물,보안이 필요한 고도․첨단 기술분야 2.,"'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",42
국기연_발간물,높은 실패위험과 낮은 경제성 등의 사유로 산·학·연이 기피하는 기술분야 3.,"'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",43
국기연_발간물,군전용 기술로서 민간의 기술수준이 낮은 분야 등 3) 핵심기술과제 결정 - 방위사업기획․관리실무위원회 심의 후 방위사업청장 결재를 통해 최종 결정 346-12 다.,"'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",44
국기연_발간물,"핵심기술과제 카드 작성(C-3) - 매년 과제결정 결과를 반영하여 연구개발이 진행 중이거나 ’21년~’35년 착수예정인 000개 핵심기술과제 카드 작성 [핵심기술과제 카드] ➀핵심기술과제명 8대 무기체계 ➁과제코드 00-000-000-000 ➂사업유형 ➃개 요 ➄사업기간 0000-0000(00개월) ➅예산(억원) ➆과제제안기관 ➇적용예상 ➉주관형태 무기체계 (주관기관/시제업체) ➈추진경위 및 이력 항 목 현수준 연구목표 선진국 수준 ⑪연구목표 기술검토 과제관리 ➀(핵심기술과제명) 결정된 핵심기술 과제명 ➁(과제코드_’19년 까지) 핵심기술 과제의 관리를 위해 부여한 코드 - - - 일련번호(대분류기준 순차 증가) 기술분야별 대분류 기술분야(1:센서, 2:정보통신, 3:제어/전자, 4:탄약/에너지, 5:추진, 6:화생방, 7:소재, 8:플랫폼/구조) 사업유형(01:기초연구, 02:응용연구, 03:응용/시험, 04:시험개발, 05:특화센터, 06:특화실, 07:선도형핵심, 08:핵심SW, 09:선행핵심, 10:민군협력, 11:녹색기술, 12:국제협력연구, 13:순수기초, 14:국제공동기초, 15:기타) 과제제안기관(1:산·학·연(기품원 포함), 2:국과연, 3:합참(각 군 포함), 4:정부기관(국방부, 방사청 등)) 과제결정연도(2005년 이전 과제결정은 00로, 과제결정 절차를 따르지 않은 긴급 과제 등은 99로 통일) 346-13 ➁(과제코드_’20년 이후) 핵심기술 과제의 관리를 위해 부여한 코드 - - - 일련번호(무기체계 분야 기준 순차 증가) 무기체계 분야(A00:지휘통제·통신, B00:감시정찰, C00:기동, D00:함정, E00:항공, F00:화력, G00:방호, H00:기타) 사업유형(01:기초연구, 02:응용연구, 03:응용/시험, 04:시험개발, 05:특화센터, 06:특화실, 07:선도형핵심, 08:핵심SW, 09:선행핵심, 10:민군협력, 11:녹색기술, 12:국제협력연구, 13:순수기초, 14:국제공동기초, 15:기타) 과제제안기관(1:산·학·연(기품원 포함), 2:국과연, 3:합참(각 군 포함), 4:정부기관(국방부, 방사청 등)) 과제결정연도(2005년 이전 과제결정은 00로, 과제결정 절차를 따르지 않은 긴급 과제 등은 99로 통일) ➂(사업유형) 기초연구, 응용연구, 응용/시험, 시험개발, 특화연구센터, 특화연구실, 선도형, 핵심SW, 선행핵심, 민군협력, 국제공동연구, 순수기초, 국제공동기초, 기타 ➃(개요) 핵심기술과제의 명세 ➄(사업기간) 핵심기술과제의 개발기간 ➅(예산) 핵심기술과제의 예산(단위:억원) ➆(과제제안기관) 과제코드의 ‘과제제안기관’ 참조 ➇(적용예상 무기체계) 핵심기술과제의 적용가능 무기체계명 ➈(추진경위 및 이력) 핵심기술과제의 결정 및 중기계획 반영시기 등 주요 사업추진 경위 ➉(주관형태) 연구개발 주관형태(국과연/산·학·연), 주관기관 및 시제업체 정보 포함 ⑪(연구목표) 핵심기술과제의 연구지표, 지표별 현수준/목표/선진국수준 346-14 공 란 2 제 장 국방전략기술 분야별 핵심기술 분석 제1절 개 요 및 현황 16 제2절 자율·인공지능 기반 감시정찰 분야 17 제3절 초연결 지능형 지휘통제 분야 37 제4절 초고속·고위력 정밀타격 분야 62 제5절 미래형 추진 및 스텔스 기반 플랫폼 분야 77 제6절 유·무인 복합 전투수행 분야 99 제7절 첨단기술 기반 개인전투체계 분야 117 제8절 사이버 능동대응 및 미래형 방호 분야 123 제9절 미래형 첨단 신기술 분야 140 346-15 공 란 1 개요 및 현황 제 절 가 국방전략기술 정의4) 국방목표 달성을 위해 전략적 연구개발이 필요한 기술 분야로서 국방에 적용 가능한 성숙한 민간 신기술도 포함 * 기능 : 국방과학기술의 중·장기 발전 방향을 제시하여 핵심기술기획에 지침을 제공하고, 산·학·연에 개발요소를 제시하여 핵심기술과제 및 민·군 협력분야 식별에 활용 나 국방전략기술 8대 분야 국방연구개발 목표 및 국가·국방과학기술의 상호 유기적 발전을 고려하여 군사적 요구능력과 국가과학기술의 국방 분야 중점 과학기술을 기초로 도출 [국방전략기술 8대 분야 선정 방법] 다 국방전략기술 분야별 핵심기술 현황 순번 국방전략기술 분야 핵심기술 1 자율·인공지능 기반 감시정찰 분야 137개 2 초연결 지능형 지휘통제 분야 148개 3 초고속․고위력 정밀타격 분야 67개 4 미래형 추진 및 스텔스 기반 플랫폼 분야 119개 5 유․무인 복합 전투수행 분야 104개 6 첨단기술 기반 개인전투체계 분야 16개 7 사이버 능동대응 및 미래형 방호 분야 92개 8 미래형 첨단 신기술 분야 50개 4) 출처 : 2019-2033 국방과학기술진흥정책서(국방부, ’19년 7월) 346-16 공 란 2 자율·인공지능 기반 감시정찰 분야 제 절 01 / 개 요 가 개념 무인자율 센서를 활용하여 全 전장 영역(지상·해양·공중·우주)에서 전방위 위협에 대한 정보를 수집하고, 인공지능과 빅데이터 기술을 이용하여 적 도발 징후 등을 탐지·식별하는 기술 분야 * 실시간․전천후 감시정찰과 AI 기반 다중분석, 네트워크 기반 수중감시 영역으로 구분하여 주요내용 분석 실시간ㆍ전천후 감시정찰 센서 AI 기반 다중정보 분석 네트워크 기반 수중감시 나 적용분야 레이더, SAR, 전자광학, 수중감시, 우주무기 등 다 적용 분야별 現 기술수준 레이더 SAR 전자광학 수중감시 우주무기 －발사체 기술협력으로 일부 －지상/함정능동위상 배열 －항공기 및 위성 탑재용 －광학복합 체계개발 기술력 －양상태 탐지기술 개발 발사체 기술 보유 중 레이더 개발 SAR 개발 중 향상 －가변심도 능동소나 기술 개발 －독자적 발사체 개발사업 －항공 능동위상배열 레이더－ 항공무인용 SAR 관련 －고해상도 냉각식 검출기 개발－잠수함 통합소나체계 개발 진행 중 개발 중 핵심기술개발 중 －초분광/초경량 광학계 진행 중 －다수 소형급 통신 위성 및 －양자 레이더 등 신개념의 －능동위상배열 빔 조향/ 소형화 개발 중 －잠수함 형상적응배열 영상획득 위성 개발/ 레이더 연구 중 운용 기술 개발 중 －지능형 광학센서 기술 개발 중 음탐기 기술 개발 중 발사경험 보유 * 국가별 국방과학기술 수준조사서(2018) 참조 346-17 02 / 국방전략기술 발전방향 및 확보방안 가 중·장기 기술 발전방향 나 목표 능력 1) (전천후 감시정찰정보 획득능력) 다양한 위협표적(무인기, 탄도탄, 항공기, 잠수함 등)에 대한 전천후 정보수집을 목적으로 감시정찰체계에 사용되는 센서의 최적화를 통하여 신속하고 정확하게 표적을 탐지·추적하는 능력 *스텔스기, 무인기, 탄도탄, 항공기, 위성 등이 포함된 복합적 전장 상황을 종합적으로 판단하고, 부여된 임무에 따라서 자율적으로 레이더의 성능과 자원을 최적화하는 신호처리 및 통제 *지능형 광학영상센서 등을 활용한 세밀한 표적 식별과 영상신호 고속 전송 및 공유 *작전환경 특성에 따른 음향․비음향 센서의 복합적 운용 및 원거리 탐지가 가능한 수중감시능력 고도화 2) (다중 감시정찰정보 지능형 처리) 다중 센서로부터 획득한 표적정보의 지능형 통합처리 능력 *표적의 고유한 구조·물질 특성에 따른 레이다 전자파 수신 신호를 분석하거나 표적의 이동 간 동적인 특성을 분석하여 항공기, 포탄, 탄도탄 및 위성물체 식별 *고정·이동 표적에 대해 획득한 SAR/EO/IR 영상을 빅데이터·인공지능 기반으로 자동 판독하여 표적상태를 정확히 식별 *장거리·광역 표적탐지가 가능한 저주파 복합 음향센서 신호를 분석·처리하여 수중표적을 탐지·추적·식별하고 어뢰경보 기능을 수행하는 소나체계와 정보융합 346-18 다 국방전략기술 로드맵 346-19 346-20 346-21 346-22 346-23 346-24 라 국방전략기술별 핵심기술 목록 1.","'21_'35 핵심기술기획서(일반본, DTiMS 탑재용).txt",45
